post_id,post_date,platform,hashtag,content_type,region,views,likes,shares,comments,engagement_level,year,month,engagement_score,engagement_growth,revival_label,cluster
Post_2623,2022-05-28,YouTube,#dance,Post,UK,4841341,357249,91745,20572,Low,2022,5,5310907,0.436808924333141,0,0
Post_3199,2022-05-11,Instagram,#dance,Post,Canada,1145849,287542,90299,42322,High,2022,5,1566012,-0.7051328520721603,0,1
Post_3341,2022-05-23,TikTok,#dance,Live Stream,Brazil,3321611,491842,23554,45190,Low,2022,5,3882197,1.4790340048479833,0,0
Post_3488,2022-05-11,YouTube,#dance,Shorts,Japan,3311639,302547,40563,34952,High,2022,5,3689701,-0.0495842946661387,0,1
Post_4209,2022-05-13,Instagram,#dance,Live Stream,Japan,2488071,331114,29029,8542,High,2022,5,2856756,-0.2257486446733759,0,1
Post_4739,2022-05-25,TikTok,#dance,Reel,UK,50550,195965,58390,43705,Medium,2022,5,348610,-0.8779699771349041,0,1
Post_4770,2022-05-25,Instagram,#dance,Tweet,Germany,1334589,266552,48272,11189,Medium,2022,5,1660602,3.763495023091707,1,1
Post_4924,2022-05-30,Instagram,#dance,Shorts,Japan,3359348,170389,26371,43645,Medium,2022,5,3599753,1.1677397714804632,0,1
Post_198,2022-06-02,TikTok,#dance,Post,Canada,2440215,199343,53628,10359,Medium,2022,6,2703545,-0.248963748346067,0,1
Post_220,2022-06-29,TikTok,#dance,Tweet,Japan,2177828,478703,86167,17109,Medium,2022,6,2759807,0.0208104544218794,0,1
Post_463,2022-06-09,Instagram,#dance,Shorts,India,1926503,103365,58675,33276,High,2022,6,2121819,-0.231171237698868,0,1
Post_764,2022-06-17,YouTube,#dance,Live Stream,Australia,648171,478099,45995,49019,Low,2022,6,1221284,-0.4244165030099174,0,1
Post_787,2022-06-06,YouTube,#dance,Post,India,742028,460869,67942,7677,High,2022,6,1278516,0.0468621549123708,0,1
Post_877,2022-06-25,Instagram,#dance,Reel,Australia,3822658,16287,899,13106,High,2022,6,3852950,2.0136110928607853,1,0
Post_1130,2022-06-12,Twitter,#dance,Live Stream,Germany,2215064,29791,99856,25420,High,2022,6,2370131,-0.3848529049170116,0,1
Post_1139,2022-06-30,YouTube,#dance,Post,Canada,3239323,38620,936,18479,Low,2022,6,3297358,0.3912133970653944,0,1
Post_1186,2022-06-03,TikTok,#dance,Shorts,Germany,1435830,117831,84434,24859,High,2022,6,1662954,-0.4956707764216078,0,1
Post_1367,2022-06-12,TikTok,#dance,Post,Germany,318179,247637,74541,9632,Low,2022,6,649989,-0.6091359111556904,0,1
Post_1419,2022-06-27,Twitter,#dance,Shorts,Brazil,2321786,187199,28150,34043,High,2022,6,2571178,2.9557254045837698,1,1
Post_1889,2022-06-25,YouTube,#dance,Tweet,Japan,828943,491125,88275,10440,Low,2022,6,1418783,-0.448197285446593,0,1
Post_1924,2022-06-15,TikTok,#dance,Shorts,Brazil,2785587,329454,68787,12448,High,2022,6,3196276,1.252829361502076,0,1
Post_1974,2022-06-05,Instagram,#dance,Live Stream,Canada,73305,71221,51250,7922,Medium,2022,6,203698,-0.9362702094562548,0,1
Post_2076,2022-06-03,TikTok,#dance,Reel,Canada,4935367,456736,55765,42618,High,2022,6,5490486,25.954049622480337,1,0
Post_2088,2022-06-11,TikTok,#dance,Tweet,Brazil,2085790,301010,93981,40343,Low,2022,6,2521124,-0.5408195194378057,0,1
Post_2424,2022-06-05,Instagram,#dance,Shorts,Germany,670647,304751,19252,4825,Medium,2022,6,999475,-0.6035597614397388,0,1
Post_2473,2022-06-29,Instagram,#dance,Live Stream,Germany,2349428,91877,14035,48890,High,2022,6,2504230,1.505545411340954,1,1
Post_2576,2022-06-02,Instagram,#dance,Video,India,329482,463165,31309,31828,High,2022,6,855784,-0.6582646162692725,0,1
Post_3102,2022-06-29,Instagram,#dance,Live Stream,Canada,156951,408508,7362,30622,Medium,2022,6,603443,-0.2948652931113459,0,1
Post_3273,2022-06-25,TikTok,#dance,Live Stream,UK,1304376,422027,65465,8210,Low,2022,6,1800078,1.9830124800519684,1,1
Post_3282,2022-06-04,Twitter,#dance,Post,Germany,2498626,195399,20484,14090,High,2022,6,2728599,0.515822647685267,0,1
Post_3539,2022-06-05,Twitter,#dance,Post,India,2482008,223766,81282,17889,Low,2022,6,2804945,0.0279799266949816,0,1
Post_4210,2022-06-02,Twitter,#dance,Reel,UK,147450,381039,15546,16920,High,2022,6,560955,-0.8000121214497967,0,1
Post_4741,2022-06-12,Twitter,#dance,Reel,USA,2104258,182294,4266,23225,Low,2022,6,2314043,3.1251847296128927,1,1
Post_4834,2022-06-06,TikTok,#dance,Shorts,India,3960394,222714,85120,6448,Low,2022,6,4274676,0.8472759581390665,0,0
Post_4872,2022-06-04,YouTube,#dance,Reel,UK,4438745,108867,70396,45391,High,2022,6,4663399,0.0909362487355767,0,0
Post_4879,2022-06-16,Twitter,#dance,Video,UK,1972213,314092,79807,25783,Medium,2022,6,2391895,-0.4870919258678059,0,1
Post_289,2022-07-18,Twitter,#dance,Reel,USA,2122512,277831,95870,1487,High,2022,7,2497700,0.0442348012768119,0,1
Post_412,2022-07-13,YouTube,#dance,Tweet,Canada,3230389,297140,22102,29483,Low,2022,7,3579114,0.4329639268126677,0,1
Post_586,2022-07-01,TikTok,#dance,Shorts,Brazil,3073948,220279,58403,13445,High,2022,7,3366075,-0.0595228316281627,0,1
Post_898,2022-07-09,TikTok,#dance,Shorts,Germany,2460537,203160,15349,30968,Low,2022,7,2710014,-0.1949038568659343,0,1
Post_999,2022-07-17,Twitter,#dance,Live Stream,Brazil,4903151,221692,89008,32540,Medium,2022,7,5246391,0.9359276372741984,0,0
Post_1161,2022-07-14,Instagram,#dance,Shorts,Brazil,2930383,479741,220,33112,Low,2022,7,3443456,-0.3436524269731326,0,1
Post_1325,2022-07-16,Twitter,#dance,Reel,India,1190740,213240,94333,16398,Medium,2022,7,1514711,-0.5601189618801576,0,1
Post_1843,2022-07-26,Instagram,#dance,Live Stream,Canada,1715056,386316,69991,15257,High,2022,7,2186620,0.443588909039414,0,1
Post_3002,2022-07-09,Twitter,#dance,Shorts,Australia,1691281,45464,43042,36876,High,2022,7,1816663,-0.1691912632281786,0,1
Post_3142,2022-07-24,Twitter,#dance,Post,India,3684565,82773,32745,7069,High,2022,7,3807152,1.0956842298213814,0,0
Post_3490,2022-07-14,TikTok,#dance,Live Stream,USA,3490507,263206,35586,43856,High,2022,7,3833155,0.0068300398828311,0,0
Post_3498,2022-07-17,YouTube,#dance,Reel,Canada,983233,382351,73554,1024,High,2022,7,1440162,-0.6242880864457607,0,1
Post_3655,2022-07-09,TikTok,#dance,Tweet,USA,4171587,222488,80865,5536,Low,2022,7,4480476,2.1110916688539207,1,0
Post_4300,2022-07-07,YouTube,#dance,Live Stream,Brazil,4082125,165615,21803,19119,Medium,2022,7,4288662,-0.0428110763231406,0,0
Post_4439,2022-07-01,Twitter,#dance,Video,UK,1248834,191587,55987,7710,High,2022,7,1504118,-0.6492803583028925,0,1
Post_186,2022-08-09,TikTok,#dance,Reel,UK,798887,326922,87308,21689,Medium,2022,8,1234806,-0.1790497819984868,0,1
Post_501,2022-08-09,Instagram,#dance,Reel,UK,1576695,223136,3427,44738,High,2022,8,1847996,0.4965881280136313,0,1
Post_776,2022-08-28,TikTok,#dance,Post,Australia,727739,489613,21973,19468,High,2022,8,1258793,-0.3188334823235548,0,1
Post_956,2022-08-21,YouTube,#dance,Live Stream,UK,3085394,447385,34168,6255,Medium,2022,8,3573202,1.838593795802805,1,1
Post_1126,2022-08-23,YouTube,#dance,Video,India,2975095,449386,33351,13313,High,2022,8,3471145,-0.0285617773638322,0,1
Post_1283,2022-08-14,YouTube,#dance,Post,Brazil,1412186,348080,24255,47797,Low,2022,8,1832318,-0.4721286491921254,0,1
Post_1519,2022-08-01,TikTok,#dance,Tweet,Japan,296962,420882,50231,20919,Low,2022,8,788994,-0.5694011628985798,0,1
Post_1565,2022-08-06,YouTube,#dance,Shorts,UK,110017,447835,93230,15675,High,2022,8,666757,-0.1549276673840358,0,1
Post_1581,2022-08-04,YouTube,#dance,Video,Japan,841094,337567,10161,19041,High,2022,8,1207863,0.8115490351057433,0,1
Post_1598,2022-08-29,TikTok,#dance,Shorts,Germany,3545754,223054,61984,32043,Medium,2022,8,3862835,2.198073788169685,1,0
Post_1709,2022-08-13,YouTube,#dance,Tweet,Japan,2324138,2092,83576,5162,Low,2022,8,2414968,-0.3748197890927259,0,1
Post_2025,2022-08-19,Instagram,#dance,Video,Brazil,693717,257532,54285,10651,Medium,2022,8,1016185,-0.5792138860639147,0,1
Post_2364,2022-08-28,Instagram,#dance,Reel,Canada,3265277,458051,29284,27213,High,2022,8,3779825,2.719622903309929,1,0
Post_2675,2022-08-21,Instagram,#dance,Live Stream,Brazil,2619842,462407,20536,35579,Low,2022,8,3138364,-0.1697065340326602,0,1
Post_2949,2022-08-06,Instagram,#dance,Post,India,4669272,368176,25124,26215,Medium,2022,8,5088787,0.6214776233731969,0,0
Post_3255,2022-08-31,YouTube,#dance,Post,India,1573021,200432,97595,27975,Low,2022,8,1899023,-0.6268220697781219,0,1
Post_3607,2022-08-28,Instagram,#dance,Tweet,USA,1406784,449995,79996,33134,Medium,2022,8,1969909,0.0373276153053439,0,1
Post_3790,2022-08-29,Instagram,#dance,Post,India,4002076,199918,60118,5823,Low,2022,8,4267935,1.1665645468902373,0,0
Post_3821,2022-08-06,YouTube,#dance,Shorts,UK,631007,169838,42819,37051,Low,2022,8,880715,-0.7936437644903214,0,1
Post_3902,2022-08-03,Twitter,#dance,Live Stream,India,4027776,199325,98891,41321,Low,2022,8,4367313,3.958826635177101,1,0
Post_4160,2022-08-04,Instagram,#dance,Reel,UK,4356395,367535,89909,10900,Medium,2022,8,4824739,0.104738542898116,0,0
Post_26,2022-09-08,YouTube,#dance,Live Stream,Brazil,4910814,197287,53218,14896,Low,2022,9,5176215,0.0728487074637611,0,0
Post_481,2022-09-16,Instagram,#dance,Shorts,UK,2836012,183713,10028,21436,Medium,2022,9,3051189,-0.4105366566110565,0,1
Post_488,2022-09-28,Instagram,#dance,Post,USA,4533957,278567,60593,12923,Medium,2022,9,4886040,0.601356061522246,0,0
Post_1422,2022-09-01,Twitter,#dance,Post,Brazil,1869418,422698,91378,14943,High,2022,9,2398437,-0.5091245671341209,0,1
Post_1633,2022-09-05,YouTube,#dance,Live Stream,India,4646660,449894,57521,37427,High,2022,9,5191502,1.164535487069287,0,0
Post_1835,2022-09-12,YouTube,#dance,Tweet,Australia,21300,339452,57791,30571,High,2022,9,449114,-0.913490546666456,0,1
Post_2582,2022-09-07,YouTube,#dance,Shorts,Australia,3823016,339895,79041,43901,Medium,2022,9,4285853,8.542906700748585,1,0
Post_2740,2022-09-30,Instagram,#dance,Shorts,Canada,3529950,52867,17076,23240,High,2022,9,3623133,-0.1546296618199457,0,1
Post_2804,2022-09-19,YouTube,#dance,Video,Australia,1175324,386762,41178,14302,Medium,2022,9,1617566,-0.5535449568094795,0,1
Post_2978,2022-09-21,YouTube,#dance,Tweet,Japan,4938141,92946,14800,6497,High,2022,9,5052384,2.123448440434579,1,0
Post_3095,2022-09-09,TikTok,#dance,Post,Australia,1428353,369192,36890,39957,Medium,2022,9,1874392,-0.6290084047451658,0,1
Post_3244,2022-09-26,YouTube,#dance,Reel,India,2650048,201072,22798,18675,Medium,2022,9,2892593,0.5432166803955629,0,1
Post_3302,2022-09-22,YouTube,#dance,Live Stream,Brazil,2805305,306993,7673,3899,Medium,2022,9,3123870,0.0799549055121131,0,1
Post_3750,2022-09-24,TikTok,#dance,Post,Brazil,4634207,74646,76271,25002,Medium,2022,9,4810126,0.5397971106352057,0,0
Post_4580,2022-09-02,TikTok,#dance,Live Stream,Brazil,4379134,77485,88805,39157,Medium,2022,9,4584581,-0.046889624097165,0,0
Post_4743,2022-09-26,TikTok,#dance,Tweet,Canada,505720,140570,2510,17156,Low,2022,9,665956,-0.8547400514899834,0,1
Post_58,2022-10-30,Twitter,#dance,Video,Australia,197986,184395,9408,7599,Medium,2022,10,399388,-0.4002786970910991,0,1
Post_89,2022-10-08,YouTube,#dance,Post,Brazil,4067125,190686,12963,11560,High,2022,10,4282334,9.72224002724168,1,0
Post_482,2022-10-09,TikTok,#dance,Video,UK,3099164,427255,17081,23481,Medium,2022,10,3566981,-0.1670474558967142,0,1
Post_1947,2022-10-26,Twitter,#dance,Post,Japan,1807871,297988,87418,16916,High,2022,10,2210193,-0.3803743277578434,0,1
Post_2188,2022-10-05,Twitter,#dance,Live Stream,Canada,1448171,171170,97460,23669,High,2022,10,1740470,-0.2125257839473747,0,1
Post_2584,2022-10-08,YouTube,#dance,Live Stream,Australia,1080580,147375,99235,11219,Medium,2022,10,1338409,-0.2310071417490677,0,1
Post_2673,2022-10-02,YouTube,#dance,Live Stream,India,2586294,43890,99333,48975,High,2022,10,2778492,1.0759663152295,0,1
Post_3500,2022-10-30,TikTok,#dance,Tweet,Australia,4069828,228465,70,47526,Low,2022,10,4345889,0.5641178740122339,0,0
Post_3595,2022-10-18,TikTok,#dance,Live Stream,Australia,1939306,200131,76077,45583,High,2022,10,2261097,-0.4797158878195002,0,1
Post_3753,2022-10-08,Twitter,#dance,Live Stream,Brazil,2438573,20586,37695,37403,High,2022,10,2534257,0.120808616348613,0,1
Post_3846,2022-10-04,TikTok,#dance,Reel,Canada,4613461,351092,91775,10999,Low,2022,10,5067327,0.9995316181429112,0,0
Post_3886,2022-10-01,Instagram,#dance,Live Stream,USA,1489412,259640,31561,24249,High,2022,10,1804862,-0.6438236569299751,0,1
Post_4051,2022-10-24,YouTube,#dance,Tweet,Canada,3940029,37059,29642,26332,High,2022,10,4033062,1.2345542207659088,0,0
Post_4173,2022-10-29,YouTube,#dance,Post,Germany,4032655,267123,41713,12391,Low,2022,10,4353882,0.0795475001376124,0,0
Post_4415,2022-10-07,TikTok,#dance,Reel,UK,2976863,92424,67422,45430,Low,2022,10,3182139,-0.2691260351107356,0,1
Post_4833,2022-10-16,Twitter,#dance,Video,Japan,2795598,249418,81838,28886,Low,2022,10,3155740,-0.0082959920983967,0,1
Post_849,2022-11-08,Instagram,#dance,Reel,UK,350307,4331,1623,26850,High,2022,11,383111,-0.878598680499661,0,1
Post_972,2022-11-02,Instagram,#dance,Reel,Australia,483039,282741,24926,37989,Low,2022,11,828695,1.1630676226994263,0,1
Post_1015,2022-11-14,Instagram,#dance,Live Stream,Australia,251154,309987,21850,21949,Low,2022,11,604940,-0.2700088693668961,0,1
Post_1021,2022-11-27,TikTok,#dance,Reel,USA,1529954,243198,84121,45333,High,2022,11,1902606,2.1451152180381525,1,1
Post_1245,2022-11-25,TikTok,#dance,Tweet,Brazil,3099684,153065,41200,7632,Low,2022,11,3301581,0.7352941176470589,0,1
Post_1265,2022-11-29,Instagram,#dance,Tweet,Germany,2213124,480760,63167,20082,High,2022,11,2777133,-0.1588475339541873,0,1
Post_1407,2022-11-12,TikTok,#dance,Live Stream,Japan,1166376,489633,74135,5827,Low,2022,11,1735971,-0.3749053430282237,0,1
Post_1498,2022-11-10,TikTok,#dance,Post,Brazil,515113,69782,39001,16271,Low,2022,11,640167,-0.6312340471125382,0,1
Post_2397,2022-11-24,Instagram,#dance,Video,Australia,103897,39137,23566,43482,High,2022,11,210082,-0.671832506205412,0,1
Post_2441,2022-11-28,YouTube,#dance,Shorts,Japan,3634921,62251,65353,36771,High,2022,11,3799296,17.084824021096523,1,0
Post_3192,2022-11-07,Instagram,#dance,Video,Canada,675381,235103,16489,18896,Low,2022,11,945869,-0.7510409823293579,0,1
Post_3717,2022-11-18,TikTok,#dance,Tweet,Brazil,1685730,204532,89445,26135,High,2022,11,2005842,1.1206340412890157,0,1
Post_3747,2022-11-25,TikTok,#dance,Video,USA,23356,253576,512,15923,Medium,2022,11,293367,-0.8537437146096253,0,1
Post_4159,2022-11-17,YouTube,#dance,Video,Canada,2737428,46704,73226,34532,Low,2022,11,2891890,8.857584527230397,1,1
Post_4426,2022-11-20,YouTube,#dance,Video,UK,719722,458100,94550,26603,Low,2022,11,1298975,-0.5508214351168267,0,1
Post_4526,2022-11-21,Twitter,#dance,Post,India,1418279,211899,96255,2567,Low,2022,11,1729000,0.3310494813218114,0,1
Post_4529,2022-11-19,TikTok,#dance,Shorts,Canada,2787078,211378,66396,30882,High,2022,11,3095734,0.7904765760555235,0,1
Post_4884,2022-11-17,Instagram,#dance,Reel,UK,369433,443562,51100,18671,Low,2022,11,882766,-0.7148443632430952,0,1
Post_112,2022-12-18,Instagram,#dance,Video,Brazil,1994041,310266,87995,40217,Medium,2022,12,2432519,1.755564894887207,1,1
Post_260,2022-12-28,YouTube,#dance,Post,Japan,2061951,381908,33698,25476,High,2022,12,2503033,0.0289880572361407,0,1
Post_279,2022-12-08,Instagram,#dance,Tweet,Germany,734933,421895,50675,12150,Medium,2022,12,1219653,-0.5127299560173597,0,1
Post_1026,2022-12-16,Twitter,#dance,Live Stream,USA,2688261,401420,13288,32169,High,2022,12,3135138,1.57051636818013,1,1
Post_1638,2022-12-04,YouTube,#dance,Shorts,Germany,3497312,27448,94037,20054,Low,2022,12,3638851,0.1606669307698736,0,1
Post_1743,2022-12-30,TikTok,#dance,Video,Brazil,4098173,91022,62312,33968,Low,2022,12,4285475,0.1777000487241715,0,0
Post_1765,2022-12-05,TikTok,#dance,Post,Australia,3833488,410851,36575,18180,High,2022,12,4299094,0.0031779441018791,0,0
Post_2256,2022-12-31,TikTok,#dance,Tweet,Brazil,3614546,30253,6220,8336,Medium,2022,12,3659355,-0.1488078650990185,0,1
Post_2281,2022-12-13,Instagram,#dance,Post,Canada,4021492,455615,5258,11806,Medium,2022,12,4494171,0.2281320068700632,0,0
Post_2712,2022-12-15,TikTok,#dance,Video,Brazil,2877171,194774,63518,679,High,2022,12,3136142,-0.3021756404017559,0,1
Post_2874,2022-12-10,Twitter,#dance,Post,USA,486370,493571,78894,34860,Low,2022,12,1093695,-0.6512610079518083,0,1
Post_3035,2022-12-27,TikTok,#dance,Video,USA,3249902,319481,63705,49236,High,2022,12,3682324,2.3668655338097,1,1
Post_3225,2022-12-27,YouTube,#dance,Video,Brazil,3411739,218368,44457,4186,High,2022,12,3678750,-0.0009705827080941,0,1
Post_3337,2022-12-23,Twitter,#dance,Tweet,UK,4768756,256086,82449,1031,High,2022,12,5108322,0.3886026503567787,0,0
Post_3361,2022-12-18,TikTok,#dance,Video,Japan,2454286,354703,79037,15832,High,2022,12,2903858,-0.4315436654149837,0,1
Post_3773,2022-12-30,YouTube,#dance,Video,Australia,2388341,286756,98722,44285,Low,2022,12,2818104,-0.0295310583368746,0,1
Post_3899,2022-12-15,TikTok,#dance,Live Stream,Australia,3217287,341230,50413,1801,Low,2022,12,3610731,0.2812625084099096,0,1
Post_4068,2022-12-03,Twitter,#dance,Video,Germany,4408711,139162,18328,10579,Medium,2022,12,4576780,0.2675494242024676,0,0
Post_4253,2022-12-28,YouTube,#dance,Reel,Germany,1705635,340776,13504,41680,High,2022,12,2101595,-0.540813628795791,0,1
Post_4435,2022-12-31,Twitter,#dance,Tweet,USA,2877882,3704,99815,2199,Low,2022,12,2983600,0.4196836212495747,0,1
Post_4503,2022-12-17,Instagram,#dance,Reel,Canada,399317,482528,46641,40719,Low,2022,12,969205,-0.6751558519908836,0,1
Post_55,2023-01-13,Twitter,#dance,Reel,USA,4006009,491965,60534,31438,High,2023,1,4589946,3.735784483158878,1,0
Post_133,2023-01-14,TikTok,#dance,Tweet,India,3418884,311286,82479,7832,High,2023,1,3820481,-0.1676414058030312,0,0
Post_269,2023-01-14,Instagram,#dance,Shorts,Japan,242459,366128,20712,22677,Medium,2023,1,651976,-0.8293471424147902,0,2
Post_272,2023-01-18,YouTube,#dance,Post,UK,2524440,262085,98352,37571,High,2023,1,2922448,3.482447206645644,1,2
Post_581,2023-01-25,YouTube,#dance,Tweet,India,4563829,352053,35563,33451,High,2023,1,4984896,0.7057261583439638,0,0
Post_700,2023-01-21,YouTube,#dance,Shorts,Japan,3014207,267162,61079,18363,Low,2023,1,3360811,-0.3258011802051638,0,2
Post_872,2023-01-29,TikTok,#dance,Shorts,Japan,1809305,287587,43594,4461,Medium,2023,1,2144947,-0.3617769639530458,0,2
Post_1093,2023-01-30,Instagram,#dance,Post,Canada,3724442,459724,55807,9912,Medium,2023,1,4249885,0.9813473246658307,0,0
Post_1398,2023-01-09,TikTok,#dance,Live Stream,Brazil,924656,154970,2083,31448,High,2023,1,1113157,-0.7380736184626172,0,2
Post_1591,2023-01-24,TikTok,#dance,Shorts,Australia,914452,339941,5979,34553,High,2023,1,1294925,0.1632905331413268,0,2
Post_1687,2023-01-16,TikTok,#dance,Live Stream,Australia,2279763,12478,72990,25143,Medium,2023,1,2390374,0.8459555572716566,0,2
Post_1894,2023-01-22,Instagram,#dance,Video,USA,1160169,74584,94280,40793,High,2023,1,1369826,-0.4269407214101224,0,2
Post_1970,2023-01-08,YouTube,#dance,Video,Germany,3274297,184354,81187,44492,High,2023,1,3584330,1.6166316013858697,1,0
Post_2151,2023-01-20,YouTube,#dance,Shorts,Canada,1869423,167610,54151,30587,Medium,2023,1,2121771,-0.4080425072468215,0,2
Post_2402,2023-01-13,Twitter,#dance,Post,Germany,4256325,88247,44482,34984,Low,2023,1,4424038,1.0850685582939912,0,0
Post_2457,2023-01-04,TikTok,#dance,Live Stream,Canada,4730930,442721,55560,33554,High,2023,1,5262765,0.1895840406434121,0,0
Post_2907,2023-01-03,YouTube,#dance,Tweet,India,916759,253924,68925,30788,Low,2023,1,1270396,-0.7586067399931404,0,2
Post_3001,2023-01-21,YouTube,#dance,Video,Australia,225818,233282,45288,40116,Medium,2023,1,544504,-0.5713903381307875,0,2
Post_3601,2023-01-26,YouTube,#dance,Shorts,India,691916,158855,55805,10217,High,2023,1,916793,0.6837213317073887,0,2
Post_4013,2023-01-04,YouTube,#dance,Video,Brazil,4489207,200223,76908,15045,High,2023,1,4781383,4.215335413773883,1,0
Post_4516,2023-01-07,Twitter,#dance,Tweet,UK,2756350,157829,59099,33878,Low,2023,1,3007156,-0.3710698348155753,0,2
Post_63,2023-02-23,TikTok,#dance,Tweet,India,2601441,93254,55921,48758,Low,2023,2,2799374,-0.0690958500323893,0,2
Post_212,2023-02-19,Instagram,#dance,Tweet,India,4764800,52536,65976,47528,Medium,2023,2,4930840,0.7614080862364228,0,0
Post_760,2023-02-27,TikTok,#dance,Post,Australia,3983567,126215,30951,9592,Medium,2023,2,4150325,-0.1582925018860883,0,0
Post_1018,2023-02-20,TikTok,#dance,Shorts,India,1373399,241489,20322,23441,Medium,2023,2,1658651,-0.6003563576346431,0,2
Post_1293,2023-02-16,Instagram,#dance,Post,Canada,3105914,310842,86059,25445,Low,2023,2,3528260,1.127186490708413,0,2
Post_1468,2023-02-27,Instagram,#dance,Shorts,Australia,1684281,409446,92094,7598,High,2023,2,2193419,-0.3783284111715123,0,2
Post_1817,2023-02-25,YouTube,#dance,Shorts,Brazil,3347556,499143,71117,26750,High,2023,2,3944566,0.7983641064475142,0,0
Post_1993,2023-02-27,Instagram,#dance,Live Stream,USA,746440,448758,50483,27487,Low,2023,2,1273168,-0.6772349607029011,0,2
Post_2051,2023-02-08,YouTube,#dance,Video,Canada,2340942,475216,13357,29605,High,2023,2,2859120,1.2456737838211454,0,2
Post_2079,2023-02-12,Twitter,#dance,Tweet,UK,2269963,333069,81591,17434,Low,2023,2,2702057,-0.054934035647332,0,2
Post_2208,2023-02-01,YouTube,#dance,Post,Australia,1035827,207082,54620,2009,Medium,2023,2,1299538,-0.5190560376779616,0,2
Post_2360,2023-02-13,TikTok,#dance,Video,India,583548,159734,5218,18625,Medium,2023,2,767125,-0.4096940605045793,0,2
Post_2502,2023-02-15,Twitter,#dance,Post,Canada,4087476,19388,12617,13668,High,2023,2,4133149,4.387842919993482,1,0
Post_2758,2023-02-21,Instagram,#dance,Shorts,Brazil,2568596,17463,27489,29011,Medium,2023,2,2642559,-0.3606426964041219,0,2
Post_2795,2023-02-14,YouTube,#dance,Live Stream,India,254262,162743,48675,19106,Low,2023,2,484786,-0.8165467639511549,0,2
Post_3046,2023-02-27,TikTok,#dance,Tweet,USA,4075333,483730,5918,19302,Medium,2023,2,4584283,8.456302368467735,1,0
Post_3161,2023-02-14,TikTok,#dance,Tweet,USA,4486633,27418,58555,3114,Low,2023,2,4575720,-0.001867903879407,0,0
Post_3523,2023-02-24,Twitter,#dance,Live Stream,Australia,2121093,210072,48263,40108,Medium,2023,2,2419536,-0.4712228895124701,0,2
Post_3538,2023-02-11,TikTok,#dance,Video,Australia,2918054,327020,56605,19856,Low,2023,2,3321535,0.3727983381937694,0,2
Post_3643,2023-02-25,TikTok,#dance,Video,UK,4081405,420595,51812,27954,Low,2023,2,4581766,0.3794122295866218,0,0
Post_3804,2023-02-27,Instagram,#dance,Tweet,UK,948825,374018,84000,27438,High,2023,2,1434281,-0.6869589149685951,0,2
Post_4237,2023-02-11,Instagram,#dance,Video,Brazil,1293217,213794,46740,33829,Medium,2023,2,1587580,0.1068821242141533,0,2
Post_4448,2023-02-19,YouTube,#dance,Shorts,UK,1161484,221418,84473,42623,Low,2023,2,1509998,-0.0488680885372705,0,2
Post_5,2023-03-23,TikTok,#dance,Post,Brazil,64866,171361,69581,6376,Medium,2023,3,312184,-0.7932553553051064,0,2
Post_155,2023-03-06,Twitter,#dance,Shorts,Canada,2127698,193956,14856,32442,Medium,2023,3,2368952,6.588319708889629,1,2
Post_1616,2023-03-29,YouTube,#dance,Tweet,Brazil,659447,306375,16542,10073,Medium,2023,3,992437,-0.5810649603706618,0,2
Post_1630,2023-03-31,Twitter,#dance,Reel,USA,2110402,189604,40737,13834,High,2023,3,2354577,1.3725203715701857,0,2
Post_1945,2023-03-16,Instagram,#dance,Shorts,Canada,2260054,333540,87685,15277,Medium,2023,3,2696556,0.1452401004511638,0,2
Post_2107,2023-03-24,Twitter,#dance,Tweet,UK,4940565,326871,92268,5785,High,2023,3,5365489,0.9897561927139656,0,0
Post_2423,2023-03-04,YouTube,#dance,Reel,Brazil,795243,129380,23945,4134,Medium,2023,3,952702,-0.8224389240197865,0,2
Post_2517,2023-03-22,TikTok,#dance,Shorts,UK,2875732,138204,72909,42115,Medium,2023,3,3128960,2.2843008621793595,1,2
Post_2591,2023-03-06,YouTube,#dance,Tweet,Canada,4658092,187743,97119,10070,High,2023,3,4953024,0.5829617508692984,0,0
Post_3204,2023-03-18,Twitter,#dance,Live Stream,Canada,4814733,413922,85371,14507,High,2023,3,5328533,0.0758140885245053,0,0
Post_3417,2023-03-09,YouTube,#dance,Live Stream,India,4208579,63502,18314,39729,Low,2023,3,4330124,-0.1873703325099046,0,0
Post_3604,2023-03-19,TikTok,#dance,Video,Brazil,4997284,394892,60213,17338,Medium,2023,3,5469727,0.2631802230143987,0,0
Post_3637,2023-03-25,Twitter,#dance,Live Stream,Japan,3984830,290889,6798,35927,Medium,2023,3,4318444,-0.2104827169619251,0,0
Post_3897,2023-03-22,Twitter,#dance,Tweet,India,759536,388100,89052,38951,Low,2023,3,1275639,-0.7046067981893478,0,2
Post_3936,2023-03-23,TikTok,#dance,Live Stream,USA,4661813,48452,12647,2749,High,2023,3,4725661,2.7045441539495108,1,0
Post_4473,2023-03-20,Instagram,#dance,Reel,Germany,1035139,212435,51821,2303,High,2023,3,1301698,-0.7245468940747125,0,2
Post_4963,2023-03-17,Instagram,#dance,Post,UK,3394623,412913,94817,13878,Low,2023,3,3916231,2.0085557479538263,1,0
Post_118,2023-04-05,TikTok,#dance,Video,Germany,1838563,289125,77191,27066,High,2023,4,2231945,-0.4300783074338566,0,2
Post_219,2023-04-17,Twitter,#dance,Tweet,India,89968,450376,40577,19844,Medium,2023,4,600765,-0.730833421074444,0,2
